Atributo1,Atributo2,Atributo3,Atributo4
8989990,6322756,7453799,9047802
6179227,8419657,2669427,1382093
7733694,584902,8188031,1283639
1156565,3434131,2787286,545124
6694833,9350842,9941692,6867276
6871254,3892429,3604753,6515490
8514984,9695997,6489258,9475630
7293180,2885440,849410,7110696
4742081,1976810,1761355,2316778
7798264,9285146,2904963,2179376
830171,4830790,4844806,3129801
168817,2745070,5811491,8601246
1139564,177063,4982882,9185235
7593083,8699529,8265294,5287647
3936878,8215623,6574954,2285016
9665993,3364580,6618949,8180804
6394992,2428179,4176740,3761943
7388513,8737075,9881155,5254469
9592997,4577210,7500057,9480313
8167795,7595505,4717084,1513475
3516345,9706712,6413170,4835779
817428,8499355,447932,3993886
2056498,1142043,5940443,9754901
556987,789552,4051168,6763143
8011282,5489386,1262588,3695892
4012482,9587916,5160686,5919917
8084929,7636586,2716417,647869
4216208,798106,1066550,4594061
7887735,5752607,795187,4131307
5606599,6104378,1714952,7946655
6936306,6287580,1148258,2198080
9028373,7972727,4708453,8170161
3653510,8972952,9581235,2431122
6732582,4650240,305940,9488169
368426,1821539,7056221,6944670
7376368,5165147,6422275,3155648
8316293,6127073,4691271,7384315
1023305,4327071,3628938,2458600
2638959,1464954,8760735,9926752
4142957,7726777,153387,7714404
7384038,691498,5695413,280131
4611421,6736420,6879304,1271869
505849,4944391,7082104,8683411
6710881,3509299,2346941,2510684
8864478,8642631,4664053,4907399
6129856,5979906,7752375,2842069
3226817,4486488,5340607,3253711
4963052,2864173,1948356,708420
3265521,8457248,6167458,7555316
6711411,8659027,6443461,6583267
2559757,4817763,9356499,6176589
1282258,8642934,402933,7971617
3594850,1111902,7275969,7012958
9988861,3875454,5647847,4409607
2762439,3164804,7450209,2491256
551265,6197289,1655944,2464556
5360323,83022,7559904,4569373
2095158,3230633,560893,735108
592709,9254078,442040,9736601
152909,3378723,2152736,4851092
6569770,1347210,9089554,4013586
1662928,826187,8877738,2473763
5308286,5312324,1652174,7951884
9969907,538795,838634,8295358
7731000,3381043,6435285,1634698
9824974,3263611,793988,9039641
8667065,6065958,6900965,9676043
2385344,529039,9158835,8461458
1851894,7161075,6667341,6221683
214368,9644478,9004632,2346983
4926915,8741569,4508839,9948190
2281785,8700965,1058911,3513472
4440112,6163932,9356037,9063690
8963566,1570532,8705229,6809610
845582,3065823,5296004,6307412
7042070,2906354,2983912,4115359
3503585,6366119,6571764,3949843
4705691,3143096,7591015,9341714
5680787,1265161,2582837,8792673
6549111,3496568,3879261,3431247
9550020,6244212,2884791,7169044
8573346,963867,5857300,9357364
1190523,8066098,2189593,9943107
3185697,3323239,5190254,7125144
5587400,6774764,5365359,7510465
4199505,4134317,6199370,8770602
1632461,695423,2436602,4797828
1834592,7737878,862266,3361229
7123382,1434403,3583884,6263158
7716821,4256090,3812585,1995548
3764445,8879403,4144167,895822
9878536,4592166,7340444,2803459
2165898,6199533,9610560,7216145
7758220,5430710,6392182,5946095
6844297,4844876,632668,8276053
7200541,4237565,3570311,8615866
1222657,9546830,8015851,6658528
5456502,4259771,4133570,36510
2629908,3318258,7722261,9477757
6183295,9525608,997066,6462652
7301441,2452946,5870000,3379380
4444444,9844747,9731935,6180639
5378952,1526141,3733472,9539945
1709662,5808003,3565982,4507802
5910206,8394211,2743324,8667652
854897,3787383,8382738,8792699
1849372,9194989,9486407,6001706
1162383,936235,7722406,3415369
5056685,3347426,706115,6312567
3320588,189100,7781214,4786782
1298888,8551542,8301545,8902001
4424269,5261763,2411761,6349386
5248687,5788970,4328640,2603125
2974418,5651397,8122674,3576858
5485296,4322315,5999141,780066
3878210,1636320,9079147,8973957
9493992,6695496,681339,6328303
3449161,9275944,2102502,7076970
8666464,3733799,899523,6674717
4406970,5411317,1670134,9453164
3300559,9543530,9334331,8777247
877671,2664385,4915861,9701236
7600238,6512559,3822897,4125237
3393386,4438436,6629773,8451063
4676020,309775,2358206,3739083
3892673,9918046,4258185,8363750
1544438,4885235,8089641,3170589
720273,9069137,2903585,9131684
4128283,7470511,4323032,7502712
3627068,7638720,324785,2478579
2256758,3578342,9520110,6349812
8770321,2155152,1936769,7159133
4665129,2002587,2299250,8857307
3713632,4927880,5810847,3959668
3995070,9818371,6434632,8702017
2426590,9047794,7674599,697491
1794417,7382335,5857078,9091918
285216,3387072,5911831,7221135
3517217,3332087,9653413,7766291
9071621,7598843,6562521,410714
3523879,9586454,7066907,1995669
1974548,7117819,8322972,9177074
81020,6345830,2496931,3581695
8588428,8159760,7545759,9462834
361421,7091524,499103,3857462
9914428,2721815,3239681,9241551
5444174,3586315,785341,8687169
3359798,3582178,2069710,3518155
5314728,874096,3223809,3466469
7737831,9300434,3357144,9328611
3864647,2280032,2838972,8121922
8268397,9217508,4079549,740558
3891755,4410600,4811442,2111740
1577508,8455420,3870721,3852372
2100186,2153548,9478129,9424943
697261,2917531,20723,1794100
4100236,3677738,7332293,3582301
66188,4288295,2475747,9726728
9408511,5433401,4023290,2635393
529006,5033608,8838356,9842813
6447977,7151986,5356728,4167250
4336671,3400557,9367435,6365946
7547615,6846208,2294611,292209
146520,8417373,1978044,550998
3942862,5809999,5954991,2655663
8021832,4893777,7241268,5683971
775269,3618558,2612419,7434406
4432566,8420435,3384862,2082441
2092647,3128303,8697397,336588
7254523,369601,1292507,2094920
5849119,5476917,5797021,1601267
770083,2894376,9504157,5101296
8905066,5083402,5654339,999052
667569,3929450,9216289,2512787
2027183,4647925,5168794,2831657
9041686,2190657,9281353,2771693
4888125,151972,1396082,932152
9393574,2175022,1208222,6351641
1067157,5858097,6547994,3664712
1630461,9160812,4161746,757638
3049507,9310368,2992870,8924865
7065611,4207787,9963295,5525624
7226812,6334023,8254949,9139444
3418973,9156549,8090511,7223114
8896970,6035417,15118,6266438
9816334,1629392,677164,4448755
7264090,5802269,1110063,6795040
1790161,29452,7513096,2832375
438544,6303520,4533019,6745798
6278666,8541259,1044869,35128
436813,6489375,8433418,6670463
6626739,2130881,1374822,749351
8181740,8591257,1117040,6652043
7585311,1545183,1261818,1698710
8502577,3121956,6045565,1304849
311695,8312470,1120890,6638050
5134638,3875280,6837322,4774248
7369144,9742438,4023297,1353646
5719449,2926502,2266735,5737111
7727593,3925927,696671,8662652
6804896,5632016,1264381,2401463
1763015,4734868,4524668,3413953
8845076,5629580,7917133,7506436
6257471,6822636,6547415,7487213
1200446,9838069,6468311,3322713
9399553,623895,461264,4793725
7137377,3457827,6317236,6651886
5784043,7354256,7618543,6275763
8828897,4970116,7019577,3827097
1411857,4011017,2028297,4907030
2354147,1137761,3287299,5712497
8690098,8372322,5355353,692408
2698329,2004609,9988421,2703689
1432504,3997904,1921153,5667911
8753057,5895872,7147554,9727283
9858500,5228442,3703119,8901030
8316302,4418077,4945260,1241540
5594345,2186103,5335092,1490487
3092150,7458823,8718402,6235430
6672086,5774100,9107089,1565984
3690846,8187123,3960286,3229674
2530305,2677136,9965450,9288652
4629048,8053157,1320223,5275900
9013572,360956,512786,1851101
9329571,1788423,1603866,4957190
3373088,2072598,6007636,8476673
5121644,2405487,773172,9387731
9265845,1840443,9365208,5420487
8240457,6198331,4946242,5213163
1755567,9473963,6156837,968594
8827710,7742205,5397579,3610134
2311768,5564170,9609928,438323
5931263,4893575,3557830,5286643
3810496,6482974,5608412,1178333
2505188,3790075,6013846,5481996
5533983,9383722,7692194,7568465
409820,3850656,9508823,8966655
8170699,7201055,2057699,6019985
5411701,2775537,5942255,5042481
8815400,3650756,2557329,9975143
2183836,1546154,7369686,2542396
5969078,8229802,5699907,4907716
9305143,9425109,1003158,4830624
4538910,1216708,5650531,3322463
4261195,8956521,4210662,4802744
838408,8670786,9230422,9755471
8443383,965577,9516686,9885439
7587175,7433086,917273,5774307
2149753,9558483,9601968,7036847
8911344,125653,7844604,4977467
9584166,7123210,2303442,7746111
5343135,151674,4802704,7994830
3857242,9328545,5614094,3033829
8820908,6695727,9237689,7487599
1985412,124845,2683506,8451604
7689504,9723732,6252246,3148162
9891470,6743284,6817209,9082592
1699902,4982802,3605087,6700034
7404718,4696800,6477232,4541053
7009169,9001093,6711197,6898210
3260419,2779252,281753,3972407
1181003,4088350,3641984,4528816
100150,8065764,2005049,1053472
8184894,3335265,124930,7409155
9471648,912977,5577845,8992127
3397063,5613918,4543741,5387963
6829257,9958303,87163,5527849
8599519,577733,2938594,5345053
6533187,7120964,4775975,7930974
6980907,3661127,4005693,6191568
6850057,2601055,4043851,8003343
8135857,1080057,4097612,3869933
4952745,9879888,2446410,7077950
3065435,4831474,2223150,6353701
1920344,720437,9695470,1019093
9176696,7693771,5047281,8647804
7738105,166401,5659393,5222128
5283326,8226531,1891399,7788404
6297789,1543040,5362446,9613912
6604900,5770581,9732875,7842844
397222,1456833,3985339,3652557
9767430,5447942,8205700,4909795
6740338,4795428,1864985,1327184
7803209,3161974,4599840,2119109
937730,9727788,9494442,6158264
5150671,597231,8861487,4631869
2505808,2704241,2523366,6197674
2654534,219508,8593302,4640533
9867438,3456039,6757166,9028347
2565753,275893,4054072,6368693
5351897,9995896,3157944,6764619
3541567,9794618,3158757,1071318
194425,3617943,2843755,1051980
5645452,3585502,6478641,2034410
9536473,3897181,2089048,8067029
5347169,7239111,2241379,9575348
7426151,3690126,7324425,3518014
522717,2127701,1330653,6042940
1817481,4134462,136982,7643993
5454180,404471,2286516,816975
9570648,9649091,2269668,215673
5830177,4013,6305246,5308475
1452542,2934380,622025,5534572
3745413,9642060,2239491,7959935
7135722,9971516,2249650,7433858
2700830,3815936,1597927,9244984
199551,5023449,9364434,4277804
2603656,7803709,3545602,6668530
3129157,5633952,4334714,3961840
4767355,2665139,9903786,9766610
2316277,7628261,4684733,8912701
6911675,240927,150221,5106741
3058710,112929,8095177,1088572
8162602,8153070,6418379,1287471
4560565,475479,7403031,6978449
4052407,4805101,8498499,3938626
4932213,9384850,5601429,2603078
1519497,4381449,8836845,721461
6190235,5791445,839804,8514012
3908566,1847986,7535955,6328214
9257474,1926590,1423738,4794457
5970642,7951675,7354592,7482649
8963082,8302874,815209,6058525
8862941,4221019,8707790,7939612
9042375,8714404,2632346,6451783
5149012,7965417,4666907,3485277
7136976,5236355,5649575,4651002
3798494,7275808,5959375,6936900
9794673,3225119,8797570,8864107
5187359,6024223,5969050,3143264
7469662,6318355,6163305,1830528
6097865,8863936,5735960,3984135
9522202,1435137,1989900,5820552
4718508,6229614,8956358,3370704
9218960,3775512,5676678,7636068
5643969,9336964,6982868,2245346
8732768,1821038,6779406,3610119
4875262,5183186,3824239,3581664
4142764,2334343,10049,4606856
4819592,1546523,1145495,7384541
434252,5359373,236626,1021882
9290397,1986511,3267880,5690189
6498746,9221339,7483549,7781807
8507500,844025,2169015,7565900
134315,5526770,1931679,9344792
4096862,8241036,2482642,4110395
3044848,4163263,8917680,4700106
4090630,5081053,6498778,3453477
5840788,8299732,3934957,2368171
7927286,8048481,9163761,5756278
3038792,9386457,7632721,5400716
1451696,4609266,3080204,8211207
8061578,2154935,816826,6380821
1914667,8010344,3506745,42004
8238373,9617635,9448928,2422773
2973488,2280197,3358493,7503292
9804468,8068735,9647429,172014
9691585,7228196,8206682,8881418
2901560,2083386,2686729,805291
3538868,3445356,1279017,9493714
6577313,9517857,9997281,5030603
7391088,7303583,8459031,6688838
3785998,6510079,8166230,8087256
530675,5956327,3287025,4846629
6387849,2478905,3936674,4745810
3645903,2338127,1959128,378256
149607,5124452,9207909,4307930
3831624,164768,8327840,6725969
9743881,5428256,6035776,5606636
9588732,8933225,8902085,9363544
3750083,2653020,1632119,2006250
5824602,8922015,7846859,795938
9653293,9342564,3365028,6402154
8852550,6190647,1983485,5559041
8845295,6322274,3758992,6221230
1392473,7579874,5789356,5220418
1623940,7698455,5494647,8421416
7570109,5711840,6398390,3378667
2193187,5858879,6408931,4492054
7917878,3989832,8600579,663664
3663457,6472433,4495025,5453544
4374235,1598426,9842236,9736417
3051381,3489375,2902315,6857687
5283827,8503346,5225950,289608
6279751,4141076,4936429,3787539
397729,451902,2510432,4046557
3177770,3940277,9059299,5857264
5873010,3972151,7110668,9762257
2480703,1680935,3889200,2212476
9273269,1373838,7098066,8222932
6830125,4438176,3200411,6529798
4568292,5747655,8200106,7245888
7773972,2568540,923655,2017403
7133903,5965782,8800596,6679759
766390,4709636,6145757,6414376
8752411,1681543,4939612,3404459
167589,2780492,8109988,6991348
2612359,8329355,5313358,6331032
4244187,6981199,1215815,5550060
8308279,2125274,6274409,1402001
169162,793369,18761,3423506
6841338,5066152,6831564,6590820
9021409,5979479,4230741,6475887
5618687,9930382,3649895,6902521
786574,7583625,3720020,102855
3453815,5277646,6050598,9373166
9355926,8930967,3510962,4230969
5566398,448674,1011342,8070198
7527583,6627986,8784181,8318344
8582444,565483,8165722,9092188
2005582,5562327,9876685,6354295
5534250,1531436,4804001,5569088
8400120,3902955,7281634,1859295
860247,5031086,872370,2661978
6228000,8100001,6648386,2885024
5405057,3530327,3973292,2563222
3911992,7885011,3782647,7014512
1419829,5276149,4365654,9496408
3781173,1270702,9646222,6362096
7561608,9296881,9964415,4716606
7070883,9550806,5357463,2573266
3894065,402244,1341058,1509818
8922771,2300822,7190621,1824720
6886766,4182806,6722841,193422
3384749,2376967,1576496,9824409
4415806,2010820,6993744,3116028
8410739,917026,101887,6811787
763369,6039486,693820,9657525
861323,2339898,4509941,2557264
1617877,4203495,9019147,1229230
1502896,9345754,1700201,1362555
9074034,5218581,822574,6273245
8412,7916177,8728163,7060631
6632981,3581868,7612577,5263395
9956839,2313820,7805916,8015865
4201846,4571624,8554403,5704489
3833801,82555,1301602,2123785
3094093,9247410,5469320,7132664
8030637,7047517,6739461,1811026
1029470,9450126,7834777,6115337
7845344,2315361,1800379,9035576
7133865,2801866,7784638,1251155
2482033,3273608,9321042,286926
6939646,7705768,5108945,8169846
50975,591297,2294882,1585327
7385222,8346559,2253963,4532764
2568750,3218534,8871036,3482629
1815386,9690011,9322131,5032146
958301,3386841,7355381,6061839
4980967,2483284,9072409,6391657
48681,1608909,1209798,3937269
8039279,8254487,1919832,2366242
3575205,1678646,4052315,1254386
3553874,4313415,935560,8741878
9179498,5671226,4657458,6689861
494388,8750708,6847123,8336118
3409544,8943141,1955902,8451819
9236696,5438596,3038476,5997545
6719243,5132148,34520,9279490
6563254,9030256,549549,3606026
8469051,1157125,3136434,1443459
662457,9960351,3076594,5072653
1925637,2218216,661164,1745318
6128888,9444690,1972236,1339899
9261632,6796880,2164278,6518110
8963662,4480373,1245224,5381268
6556376,2357743,6626185,1574080
2845644,2560581,7201743,8795071
6839156,6109675,2465044,7773383
8100037,239651,8837435,4869428
671924,3444587,8961300,7781494
4584527,6259856,9355738,2577223
4760481,4543042,573212,3224373
2421086,5255137,9855272,3622540
8992622,4742001,6289751,2134167
2513024,9515411,8465940,8615724
6537359,9534572,4631637,3949359
1544945,3987115,5348872,2073531
8844775,9570263,8650500,4514715
6982594,1272666,7696380,7418579
646466,5654730,929520,1081240
2073208,6630798,4732204,1980196
4954900,3749827,8582685,7306025
844969,2976722,2711164,1993571
8064157,9973658,8255736,8252695
3107448,5881571,9919311,7600305
4549487,5600824,1125417,5390961
9451461,8572951,1674272,7848358
2267258,2061873,7899532,1596772
6249212,6934693,5324410,5691802
7355103,5943657,3817584,6152263
653950,4506801,5249762,2990971
9232073,3989469,3649935,9746001
5600119,7485502,7861397,5512408
5598385,8098606,6698348,9472742
4803699,9723395,6601764,7929019
7435378,326909,1795943,3833479
7761667,7729306,6944439,8819918
4005851,7886024,2306846,7735289
4752439,5668231,1394381,5670483
7853626,8144339,1126633,7491785
1835526,361491,4487579,9872202
9803990,3626242,5681990,5822666
5851681,6286483,7791499,1723121
3963446,7012272,2931053,6853869
